Price,Close,High,Low,Open,Volume
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F
2020-06-30,39.27000045776367,40.08000183105469,38.849998474121094,39.63999938964844,370059
2020-07-01,39.81999969482422,40.58000183105469,39.04999923706055,39.84000015258789,407170
2020-07-02,40.650001525878906,40.7400016784668,39.459999084472656,39.779998779296875,347096
2020-07-06,40.630001068115234,41.08000183105469,39.84000015258789,40.380001068115234,373236
2020-07-07,40.619998931884766,40.95000076293945,39.900001525878906,40.68000030517578,256596
2020-07-08,40.900001525878906,41.08000183105469,40.29999923706055,40.47999954223633,286740
2020-07-09,39.619998931884766,40.9900016784668,39.27000045776367,40.869998931884766,367386
2020-07-10,40.54999923706055,40.77000045776367,38.540000915527344,39.58000183105469,393149
2020-07-13,40.099998474121094,40.720001220703125,39.470001220703125,40.349998474121094,370715
2020-07-14,40.290000915527344,40.56999969482422,39.06999969482422,39.599998474121094,426971
2020-07-15,41.20000076293945,41.2599983215332,40.08000183105469,40.54999923706055,352542
2020-07-16,40.75,41.18000030517578,40.52000045776367,40.970001220703125,200101
2020-07-17,40.59000015258789,40.900001525878906,40.02000045776367,40.720001220703125,88220
2020-07-20,40.810001373291016,40.90999984741211,39.83000183105469,40.63999938964844,60179
2020-07-21,41.959999084472656,42.400001525878906,40.63999938964844,40.650001525878906,389117
2020-07-22,41.900001525878906,42.029998779296875,41.13999938964844,41.540000915527344,333647
2020-07-23,41.06999969482422,42.36000061035156,40.83000183105469,41.95000076293945,389412
2020-07-24,41.290000915527344,41.66999816894531,40.65999984741211,41.060001373291016,353159
2020-07-27,41.599998474121094,41.81999969482422,40.47999954223633,41.2599983215332,377714
2020-07-28,41.040000915527344,41.93000030517578,40.849998474121094,41.650001525878906,276804
2020-07-29,41.27000045776367,41.56999969482422,40.93000030517578,41.130001068115234,295855
